"Distance","Diameter","RAS_R","RAS_A","RAS_S"
17.0181,1.81166,-8.07658,-13.8633,5.34804
17.1145,1.80329,-8.11875,-13.8051,5.41234
17.1169,1.80311,-8.11995,-13.8037,5.41389
17.2748,1.80478,-8.20577,-13.707,5.50458
17.3527,1.80222,-8.24486,-13.6567,5.54949
17.3972,1.79885,-8.26469,-13.6268,5.57567
17.5226,1.79654,-8.32902,-13.5423,5.64239
17.5253,1.7965,-8.33017,-13.5404,5.64383
17.5595,1.79707,-8.34682,-13.5157,5.66076
17.6398,1.79764,-8.38294,-13.4579,5.70323
17.6864,1.797,-8.39919,-13.4225,5.72872
17.6872,1.79694,-8.39957,-13.4219,5.72914
17.7973,1.79585,-8.45475,-13.3484,5.78981
17.8576,1.79717,-8.47786,-13.3071,5.82709
17.8703,1.79687,-8.48057,-13.2977,5.83535
