Distance,Diameter,Radius,FFR,Text File Input
37.1233,1.8074,0.9037,,37.1233 0.9037 0
37.1719,1.81002,0.90501,,37.1719 0.90501 0
37.2215,1.80937,0.904685,,37.2215 0.904685 0
37.2292,1.80892,0.90446,,37.2292 0.90446 0
37.2856,1.80591,0.902955,,37.2856 0.902955 0
37.2857,1.8059,0.90295,,37.2857 0.90295 0
37.3175,1.80224,0.90112,,37.3175 0.90112 0
37.3624,1.79628,0.89814,,37.3624 0.89814 0
37.3952,1.78891,0.894455,,37.3952 0.894455 0
37.4222,1.78236,0.89118,,37.4222 0.89118 0
37.4419,1.77723,0.888615,,37.4419 0.888615 0
37.4795,1.76566,0.88283,,37.4795 0.88283 0
37.548,1.74173,0.870865,,37.548 0.870865 0
37.6052,1.72275,0.861375,,37.6052 0.861375 0
37.6698,1.70197,0.850985,,37.6698 0.850985 0
37.731,1.68421,0.842105,,37.731 0.842105 0
37.7442,1.68092,0.84046,,37.7442 0.84046 0
37.7486,1.67975,0.839875,,37.7486 0.839875 0
37.7788,1.67043,0.835215,,37.7788 0.835215 0
37.7903,1.66685,0.833425,,37.7903 0.833425 0
37.8173,1.65794,0.82897,,37.8173 0.82897 0
37.8187,1.65737,0.828685,,37.8187 0.828685 0
37.8644,1.64033,0.820165,,37.8644 0.820165 0
37.9872,1.61044,0.80522,,37.9872 0.80522 0
38.0519,1.6061,0.80305,,38.0519 0.80305 0
38.0655,1.60533,0.802665,,38.0655 0.802665 0
38.0783,1.6046,0.8023,,38.0783 0.8023 0
38.1098,1.60186,0.80093,,38.1098 0.80093 0
38.1168,1.60102,0.80051,,38.1168 0.80051 0
38.2257,1.58808,0.79404,,38.2257 0.79404 0
38.2352,1.58823,0.794115,,38.2352 0.794115 0
38.2809,1.58909,0.794545,,38.2809 0.794545 0
38.3512,1.59197,0.795985,,38.3512 0.795985 0
38.3514,1.592,0.796,,38.3514 0.796 0
38.4031,1.59861,0.799305,,38.4031 0.799305 0
38.4038,1.59874,0.79937,,38.4038 0.79937 0
38.4447,1.6068,0.8034,,38.4447 0.8034 0
38.4452,1.60693,0.803465,,38.4452 0.803465 0
38.4682,1.612,0.806,,38.4682 0.806 0
38.4763,1.61363,0.806815,,38.4763 0.806815 0
38.5171,1.55673,0.778365,,38.5171 0.778365 0
